locationid,readingdate,dtwbelowcasing,wellname,current_stickup_height,measureby,conductivity,,,
46,08/16/2017 12:04,150.18,Coyote Knolls MX,3.52,Janae Wallace,,,,
43,08/16/2017 12:21,84.8,PW17A,1.79,Janae Wallace,,,,
45,08/16/2017 12:27,84.43,PW17C,2.01,Janae Wallace,,,,
44,08/16/2017 12:30,84.21,PW17B,2.01,Janae Wallace,,,,
27,08/16/2017 13:19,521.24,PW10B,2.07,Janae Wallace,,,,
26,08/16/2017 13:31,541.16,PW10A,1.89,Janae Wallace,,,,
75,08/16/2017 13:57,54.52,Central Tule MX,3.11,Janae Wallace,,,,
21,08/16/2017 15:00,41.9,PW07MX,3.39,Janae Wallace,,,,
20,08/16/2017 15:10,49,PW07B,1.85,Janae Wallace,,,,
5051,08/16/2017 15:45,195.28,PW03P,,Janae Wallace,,,,
6,08/16/2017 15:56,215.19,PW03A,2.2,Janae Wallace,,,,
7,08/16/2017 16:02,208.31,PW03B,1.85,Janae Wallace,,,,
8,08/16/2017 16:12,186.66,PW03Z,1.74,Janae Wallace,,,,
136,08/17/2017 07:52,61.8,Callao Agricultural Well,0.69,Janae Wallace,,,,
54,08/17/2017 08:31,4.85,SG21C,2.51,Janae Wallace,,,,
53,08/17/2017 08:33,7.65,SG21B,2.36,Janae Wallace,,,,
52,08/17/2017 08:35,7.73,SG21A,2.43,Janae Wallace,,,,
55,08/17/2017 08:56,4.9,SG22A,2.83,Janae Wallace,,,,
56,08/17/2017 09:10,-1.91,SG22B,3.26,Janae Wallace,,,,
48,08/17/2017 09:56,198.02,PW19A,2.17,Janae Wallace,,,,
50,08/17/2017 10:04,198.38,PW19C,2.46,Janae Wallace,,,,
49,08/17/2017 10:12,195.34,PW19B,1.69,Janae Wallace,,,,
7001,08/29/2017 09:08,209,F3-06,0.4,Hugh Hurlow,,,,
7003,08/29/2017 10:07,6.7,H2-S1,-1.39,Hugh Hurlow,,,,
7002,08/29/2017 12:26,16.08,D3-41,2.7,Hugh Hurlow,,,,
7001,09/11/2017 09:20,209.09,F3-06,0.4,Hugh Hurlow,,,,
7003,09/11/2017 10:19,7.89,H2-S1,-1.39,Hugh Hurlow,,,,
7002,09/11/2017 12:16,16.24,D3-41,2.7,Hugh Hurlow,,,,
1079,09/25/2017 13:58,0.92,1079,0.87,Ryhan Sempler,,,,
1080,09/25/2017 14:30,1.4,1080,-0.21,Ryhan Sempler,,,,
1004,09/25/2017 15:10,1.5,1004,1.28,Ryhan Sempler,,,,
1002,09/25/2017 15:36,2.83,1002,1,Ryhan Sempler,,,,
1001,09/25/2017 15:50,1.68,1001,1.28,Ryhan Sempler,,,,
1003,09/25/2017 16:00,0.84,1003,1.07,Ryhan Sempler,,,,
1010,09/25/2017 16:15,2.89,1010,1.09,Ryhan Sempler,,,,
1008,09/25/2017 16:30,1.53,1008,1.07,Ryhan Sempler,,,,
1009,09/25/2017 16:38,2.25,1009,0.94,Ryhan Sempler,,,,
1006,09/25/2017 16:48,1.13,1006,0.92,Ryhan Sempler,,,,
1007,09/25/2017 16:55,1.11,1007,1.11,,,,,
1005,09/25/2017 17:03,3.1,1005,0.9,Ryhan Sempler,,,,
1069,09/26/2017 09:20,0.38,1069,0.87,Ryhan Sempler,,,,
1063,09/26/2017 09:32,1.7,1063,0.75,Ryhan Sempler,,,,
1020,09/26/2017 09:58,2.3,1020,0.69,Ryhan Sempler,,,,
1019,09/26/2017 10:07,1.07,1019,1.15,Ryhan Sempler,,,,
1018,09/26/2017 10:22,1.49,1018,0.75,Ryhan Sempler,,,,
1015,09/26/2017 10:32,3.21,1015,0.9,Ryhan Sempler,,,,
1016,09/26/2017 10:36,1.85,1016,2.15,Ryhan Sempler,,,,
1068,09/26/2017 11:00,3.36,1068,1.25,Ryhan Sempler,,,,
1013,09/26/2017 11:22,0,1013,0.9,,,,,
1014,09/26/2017 11:37,3.42,1014,1.25,Ryhan Sempler,,,,
1011,09/26/2017 11:46,1.06,1011,0.98,Ryhan Sempler,,,,
1067,09/26/2017 12:00,1.95,,0.17,,,,,
1012,09/26/2017 12:02,0.91,1012,1.07,Ryhan Sempler,,,,
1065,09/26/2017 14:00,0.36,1065,1.87,Ryhan Sempler,,,,
1075,09/26/2017 17:20,1.69,1075,0.67,Ryhan Sempler,,,,
1078,09/26/2017 17:50,2.22,1078,1.1,Ryhan Sempler,,,,
1077,09/26/2017 18:05,4.12,1077,1.19,Ryhan Sempler,,,,
1051,09/26/2017 18:32,3.01,1051,0.9,Ryhan Sempler,,,,
1072,09/27/2017 08:30,4.11,1072,0.73,Ryhan Sempler,,,,
1073,09/27/2017 09:02,4.56,1073,1.04,Ryhan Sempler,,,,
1049,09/27/2017 09:52,1.52,1049,0.73,Ryhan Sempler,,,,
1090,09/27/2017 12:18,1.21,1090,1.29,Ryhan Sempler,,,,
1091,09/27/2017 13:17,3,1091,1.27,Ryhan Sempler,,,,
1092,09/27/2017 13:18,1.29,1092,1.33,Ryhan Sempler,,,,
1093,09/27/2017 13:50,2.71,,0.83,,,,,
1094,09/27/2017 14:02,0.9,1094,0.71,Ryhan Sempler,,,,
1098,09/27/2017 14:14,1.6,1098,0.83,Ryhan Sempler,,,,
1095,09/27/2017 14:38,1.78,1095,0.79,Ryhan Sempler,,,,
1096,09/27/2017 15:04,0.86,1096,0.85,Ryhan Sempler,,,,
1097,09/27/2017 15:32,1.4,1097,1,Ryhan Sempler,,,,
1035,09/27/2017 16:08,1.34,1035,0.57,Ryhan Sempler,,,,
1036,09/27/2017 16:14,1.89,1036,1.05,Ryhan Sempler,,,,
1033,09/27/2017 16:20,5.15,1033,1.55,Ryhan Sempler,,,,
1031,09/27/2017 17:02,0,1031,1.07,Ryhan Sempler,,,,
1028,09/27/2017 17:10,1.39,1028,0.71,Ryhan Sempler,,,,
1029,09/27/2017 17:11,1.97,1029,0.8,Ryhan Sempler,,,,
1030,09/27/2017 17:15,1.06,1030,1.13,Ryhan Sempler,,,,
1057,09/28/2017 08:10,0.91,,1.05,Ryhan Sempler,,,,
1056,09/28/2017 08:20,1.75,,0.88,Ryhan Sempler,,,,
1055,09/28/2017 08:36,0.83,,0.88,Ryhan Sempler,,,,
1054,09/28/2017 08:45,0.61,,0.55,Ryhan Sempler,,,,
1053,09/28/2017 08:54,0.54,,0.84,Ryhan Sempler,,,,
1052,09/28/2017 09:03,0.54,1052,0.77,Ryhan Sempler,,,,
1047,09/28/2017 09:17,0.91,1047,0.94,Ryhan Sempler,,,,
1046,09/28/2017 09:29,0.95,1046,1.04,Ryhan Sempler,,,,
1039,09/28/2017 09:35,3.96,1039,0.17,Ryhan Sempler,,,,
1045,09/28/2017 09:42,0.78,1045,0.82,Ryhan Sempler,,,,
1044,09/28/2017 09:49,0.55,1044,0.46,Ryhan Sempler,,,,
1043,09/28/2017 10:02,1.01,1043,1.21,Ryhan Sempler,,,,
1042,09/28/2017 10:10,0.18,1042,1.21,Ryhan Sempler,,,,
1040,09/28/2017 10:35,3.95,1040,0.59,Ryhan Sempler,,,,
1041,09/28/2017 10:45,2.26,1041,0.8,Ryhan Sempler,,,,
1024,09/28/2017 10:57,2,1024,1.15,Ryhan Sempler,,,,
1026,09/28/2017 11:02,0.61,1026,0.96,Ryhan Sempler,,,,
1025,09/28/2017 11:09,3.27,1025,0.82,Ryhan Sempler,,,,
1023,09/28/2017 11:23,1.29,1023,1.19,Ryhan Sempler,,,,
1022,09/28/2017 11:28,1.39,1022,0.96,Ryhan Sempler,,,,
1021,09/28/2017 11:30,4.11,1021,0.9,Ryhan Sempler,,,,
1038,09/28/2017 11:42,2.39,1038,2.3,Ryhan Sempler,,,,
1037,09/28/2017 11:47,1.11,1037,1.3,Ryhan Sempler,,,,
1070,09/30/2017 21:37,0.42,1070,0.57,Ryhan Sempler,,,,
1057,10/01/2017 09:10,0.91,1057,1.16,Ryhan Sempler,,,,
1056,10/01/2017 10:20,1.75,1056,1.03,Ryhan Sempler,,,,
1055,10/01/2017 11:36,0.83,1055,1.06,Ryhan Sempler,,,,
1054,10/01/2017 12:45,0.61,1054,0.66,Ryhan Sempler,,,,
1053,10/01/2017 13:54,0.54,1053,0.95,Ryhan Sempler,,,,
1052,10/01/2017 18:03,0.54,1052,0.84,Ryhan Sempler,,,,
1047,10/01/2017 19:17,0.91,1047,1.01,Ryhan Sempler,,,,
1046,10/01/2017 20:29,0.95,1046,1.04,Ryhan Sempler,,,,
1039,10/01/2017 21:35,3.96,1039,0.17,Ryhan Sempler,,,,
1045,10/01/2017 22:42,0.78,1045,0.93,Ryhan Sempler,,,,
1044,10/01/2017 22:49,0.55,1044,0.59,Ryhan Sempler,,,,
7001,10/02/2017 09:41,209.15,F3-06,0.4,Ryhan Sempler,,,,
7003,10/02/2017 10:48,4.85,H2-S1,-1.39,Ryhan Sempler,,,,
7002,10/02/2017 13:05,13.61,D3-41,2.7,Ryhan Sempler,,,,
7001,10/19/2017 09:08,209.18,F3-06,0.4,Ryhan Sempler,,,,
7003,10/19/2017 10:10,1.8,H2-S1,-1.39,Ryhan Sempler,,,,
7002,10/19/2017 12:30,11.98,D3-41,2.7,Ryhan Sempler,,,,
7001,11/21/2017 09:02,209.6,F3-06,0.4,Ryhan Sempler,,,,
7003,11/21/2017 10:19,2.82,H2-S1,-1.39,Ryhan Sempler,,,,
2001,11/21/2017 13:55,0.29,2001,0.79,Ryhan Sempler,,,,
7002,11/21/2017 13:56,9.51,D3-41,2.7,Ryhan Sempler,,,,
2002,11/21/2017 14:10,0.38,2002,2.81,Ryhan Sempler,,,,
2003,11/21/2017 14:22,0.91,2003,0.64,Ryhan Sempler,,,,
3001,11/21/2017 15:21,1.56,3001,1.56,Ryhan Sempler,,,,
3002,11/21/2017 15:30,0.53,3002,0.75,Ryhan Sempler,,,,
3003,11/21/2017 15:51,1.23,3003,1.56,Ryhan Sempler,,,,
19,12/04/2017 16:23,47.32,PW07A,1.6,Hugh Hurlow,,,,
20,12/04/2017 16:30,49.18,PW07B,1.85,Hugh Hurlow,,,,
21,12/04/2017 16:42,42.01,PW07MX,3.39,Hugh Hurlow,,,,
11,12/04/2017 17:02,59.03,PW05A,1.86,Hugh Hurlow,,,,
12,12/04/2017 17:03,43.52,PW05B,1.63,Hugh Hurlow,,,,
13,12/04/2017 17:05,42.08,PW05C,1.39,Hugh Hurlow,,,,
9,12/05/2017 07:53,592.86,PW04A,2.02,Hugh Hurlow,,,,
10,12/05/2017 08:01,592.53,PW04B,1.71,Hugh Hurlow,,,,
39,12/05/2017 09:42,84.69,AG15,1.56,Hugh Hurlow,,,,
71,12/05/2017 10:08,71.7,Snake Valley South MX,2.15,Hugh Hurlow,,,,
5,12/05/2017 10:30,30.57,PW02B,1.41,Hugh Hurlow,,,,
72,12/05/2017 10:50,9.03,SG23A (Needle Point BLM),1.9,Hugh Hurlow,,,,
57,12/05/2017 10:51,9.65,SG23B,2.43,Hugh Hurlow,,,,
28,12/05/2017 11:43,216.06,PW11B,1.26,Hugh Hurlow,,,,
29,12/05/2017 11:46,215.5,PW11C,1.04,Hugh Hurlow,,,,
5050,12/05/2017 12:04,217.23,PW11P,,Hugh Hurlow,,,,
30,12/05/2017 12:20,210.94,PW11D,2.06,Hugh Hurlow,,,,
31,12/05/2017 12:22,210.86,PW11E,2.03,Hugh Hurlow,,,,
22,12/05/2017 13:05,103.68,PW08A,1.28,Hugh Hurlow,,,,
23,12/05/2017 13:11,103.34,PW08B,1.81,Hugh Hurlow,,,,
40,12/05/2017 13:43,23.09,AG16A,1.98,Hugh Hurlow,,,,
41,12/05/2017 13:45,21.52,AG16B,1.09,Hugh Hurlow,,,,
42,12/05/2017 13:46,17.72,AG16C,1.69,Hugh Hurlow,,,,
33,12/05/2017 14:21,74.17,AG13A,1.34,Hugh Hurlow,,,,
34,12/05/2017 14:30,75.03,AG13B,1.47,Hugh Hurlow,,,,
35,12/05/2017 14:30,75.76,AG13C,1.95,Hugh Hurlow,,,,
1,12/05/2017 14:48,106.55,PW01A,2.58,Hugh Hurlow,,,,
2,12/05/2017 14:50,106.58,PW01B,2.28,Hugh Hurlow,,,,
3,12/05/2017 14:51,122.56,PW01C,2.18,Hugh Hurlow,,,,
32,12/05/2017 15:20,1428.75,PW12,2.31,Hugh Hurlow,,,,
70,12/05/2017 16:51,22.13,Snake Valley North MX,2.13,Hugh Hurlow,,,,
74,12/05/2017 17:17,48.01,Baker Creek,0.79,Hugh Hurlow,,,,
67,12/06/2017 00:00,,SG26C,3.56,Hugh Hurlow,,,,
65,12/06/2017 07:50,4.32,SG26A,2.22,Hugh Hurlow,,,,
66,12/06/2017 07:51,1.8,SG26B,2.74,Hugh Hurlow,,,,
61,12/06/2017 09:23,5.03,SG25A,2.1,Hugh Hurlow,,,,
62,12/06/2017 09:24,5.23,SG25B,2.22,Hugh Hurlow,,,,
63,12/06/2017 09:25,2.42,SG25C,2.16,Hugh Hurlow,,,,
64,12/06/2017 09:48,9.14,SG25D,2.32,Hugh Hurlow,,,,
47,12/06/2017 12:03,757.3,PW18,0.97,Hugh Hurlow,,,,
136,12/06/2017 13:33,59.67,Callao Agricultural Well,0.69,Hugh Hurlow,,,,
52,12/06/2017 15:11,7.72,SG21A,2.43,Hugh Hurlow,,,,
53,12/06/2017 15:12,7.62,SG21B,2.36,Hugh Hurlow,,,,
54,12/06/2017 15:13,4.84,SG21C,2.51,Hugh Hurlow,,,,
55,12/06/2017 15:47,5.05,SG22A,2.83,Hugh Hurlow,,,,
56,12/06/2017 15:55,-1.81,SG22B,3.26,Hugh Hurlow,,,,
68,12/07/2017 04:36,7.83,SG27,2.06,Hugh Hurlow,,,,
69,12/07/2017 08:03,43.29,Twin Springs MX,0.21,Hugh Hurlow,,,,
58,12/07/2017 08:39,5.36,SG24A,3.02,Hugh Hurlow,,,,
59,12/07/2017 08:40,3.17,SG24B,1.78,Hugh Hurlow,,,,
60,12/07/2017 08:41,1.88,SG24C,1.91,Hugh Hurlow,,,,
4,12/07/2017 10:27,31.5,PW02A,1.43,,,,,
46,12/07/2017 10:55,150.36,Coyote Knolls MX,3.52,Hugh Hurlow,,,,
43,12/07/2017 11:11,84.94,PW17A,1.79,Hugh Hurlow,,,,
44,12/07/2017 11:13,84.32,PW17B,2.01,Hugh Hurlow,,,,
45,12/07/2017 11:15,84.63,PW17C,2.01,Hugh Hurlow,,,,
18,12/07/2017 12:56,84.43,PW06MX,0.39,Hugh Hurlow,,,,
14,12/07/2017 13:16,110.47,PW06A,1.12,Hugh Hurlow,,,,
15,12/07/2017 13:18,110.24,PW06B,1.04,Hugh Hurlow,,,,
16,12/07/2017 13:20,109.95,PW06C,0.75,Hugh Hurlow,,,,
17,12/07/2017 13:21,110.87,PW06D,1.71,Hugh Hurlow,,,,
24,12/07/2017 15:05,180.76,PW09A,1.09,Hugh Hurlow,,,,
25,12/07/2017 15:08,181.23,PW09B,1,Hugh Hurlow,,,,
73,12/07/2017 15:30,82.91,Eskdale MX,4.19,Hugh Hurlow,,,,
36,12/07/2017 15:58,31.64,AG14A,1.57,Hugh Hurlow,,,,
38,12/07/2017 16:02,24.63,AG14C,0.46,Hugh Hurlow,,,,
37,12/07/2017 16:11,30.14,AG14B,0.84,Hugh Hurlow,,,,
6,12/07/2017 17:22,216.83,PW03A,2.2,Hugh Hurlow,,,,
7,12/07/2017 17:24,209.92,PW03B,1.85,Hugh Hurlow,,,,
5051,12/07/2017 17:30,196.9,PW03P,,Hugh Hurlow,,,,
8,12/07/2017 17:36,188.36,PW03Z,1.74,Hugh Hurlow,,,,
75,12/08/2017 08:03,54.81,Central Tule MX,3.11,Hugh Hurlow,,,,
26,12/08/2017 08:55,541.41,PW10A,1.89,Hugh Hurlow,,,,
27,12/08/2017 09:01,521.42,PW10B,2.07,Hugh Hurlow,,,,
51,12/08/2017 11:31,293.75,PW20,0.93,Hugh Hurlow,,,,
48,12/08/2017 11:49,198.24,PW19A,2.17,Hugh Hurlow,,,,
50,12/08/2017 11:52,198.58,PW19C,2.46,Hugh Hurlow,,,,
49,12/08/2017 12:16,195.55,PW19B,1.69,Hugh Hurlow,,,,
7001,01/05/2018 09:31,209.66,F3-06,0.4,Hugh Hurlow,,,,
7002,01/05/2018 13:58,6.60,D3-41,2.7,Hugh Hurlow,,,,
7001,02/02/2018 09:08,209.85,F3-06,0.4,Hugh Hurlow,,,,
7003,02/02/2018 10:20,1.79,H2-S1,-1.39,Hugh Hurlow,,,,
7002,02/02/2018 13:32,5.09,D3-41,2.7,Hugh Hurlow,,,,
7001,03/02/2018 09:17,209.82,F3-06,0.4,Hugh Hurlow,,,,
7002,03/02/2018 13:58,3.91,D3-41,2.7,Hugh Hurlow,,,,
21,03/06/2018 12:14,42.04,PW07MX,3.39,Hugh Hurlow,,,,
19,03/06/2018 12:26,47.44,PW07A,1.6,Hugh Hurlow,,,,
20,03/06/2018 12:28,49.49,PW07B,1.85,Hugh Hurlow,,,,
74,03/06/2018 12:54,48.15,Baker Creek,0.79,Hugh Hurlow,,,,
11,03/06/2018 13:17,59.22,PW05A,1.86,Hugh Hurlow,,,,
12,03/06/2018 13:19,43.55,PW05B,1.63,Hugh Hurlow,,,,
13,03/06/2018 13:20,42.07,PW05C,1.39,Hugh Hurlow,,,,
22,03/06/2018 14:14,103.55,PW08A,1.28,Hugh Hurlow,,,,
23,03/06/2018 14:16,103.23,PW08B,1.81,Hugh Hurlow,,,,
5050,03/06/2018 14:43,217.22,PW11P,,Hugh Hurlow,,,,
28,03/06/2018 14:55,216.05,PW11B,1.26,Hugh Hurlow,,,,
29,03/06/2018 14:56,215.51,PW11C,1.04,Hugh Hurlow,,,,
30,03/06/2018 15:22,210.93,PW11D,2.06,Hugh Hurlow,,,,
31,03/06/2018 15:24,210.84,PW11E,2.03,Hugh Hurlow,,,,
57,03/06/2018 15:49,8.76,SG23B,2.43,Hugh Hurlow,,,,
72,03/06/2018 15:49,8.15,SG23A (Needle Point BLM),1.9,Hugh Hurlow,,,,
71,03/06/2018 16:28,71.5,Snake Valley South MX,2.15,Hugh Hurlow,,,,
4,03/06/2018 16:45,30.30,PW02A,1.43,Hugh Hurlow,,,,
5,03/06/2018 16:46,30.06,PW02B,1.41,Hugh Hurlow,,,,
33,03/06/2018 17:20,70.67,AG13A,1.34,Hugh Hurlow,,,,
34,03/06/2018 17:36,70.44,AG13B,1.47,Hugh Hurlow,,,,
35,03/06/2018 17:37,71.08,AG13C,1.95,Hugh Hurlow,,,,
65,03/07/2018 07:41,4.26,SG26A,2.22,Hugh Hurlow,,,,
66,03/07/2018 07:42,1.48,SG26B,2.74,Hugh Hurlow,,,,
67,03/07/2018 07:43,1.14,SG26C,3.56,Hugh Hurlow,,,,
61,03/07/2018 08:44,4.74,SG25A,2.1,Hugh Hurlow,,,,
62,03/07/2018 08:45,5.03,SG25B,2.22,Hugh Hurlow,,,,
63,03/07/2018 08:45,2.17,SG25C,2.16,Hugh Hurlow,,,,
64,03/07/2018 09:06,8.8,SG25D,2.32,Hugh Hurlow,,,,
47,03/07/2018 10:08,757.05,PW18,0.97,Hugh Hurlow,,,,
136,03/07/2018 11:16,58.55,Callao Agricultural Well,0.69,Hugh Hurlow,,,,
52,03/07/2018 13:03,7.94,SG21A,2.43,Hugh Hurlow,,,,
53,03/07/2018 13:04,7.83,SG21B,2.36,Hugh Hurlow,,,,
54,03/07/2018 13:05,4.91,SG21C,2.51,Hugh Hurlow,,,,
55,03/07/2018 13:39,5.09,SG22A,2.83,Hugh Hurlow,,,,
56,03/07/2018 13:53,-1.89,SG22B,3.26,Hugh Hurlow,,,,
51,03/07/2018 14:54,293.59,PW20,0.93,Hugh Hurlow,,,,
46,03/07/2018 16:04,150.19,Coyote Knolls MX,3.52,Hugh Hurlow,,,,
43,03/07/2018 16:17,84.88,PW17A,1.79,Hugh Hurlow,,,,
44,03/07/2018 16:19,84.25,PW17B,2.01,Hugh Hurlow,,,,
45,03/07/2018 16:20,84.41,PW17C,2.01,Hugh Hurlow,,,,
9,03/08/2018 07:47,592.68,PW04A,2.02,Hugh Hurlow,,,,
10,03/08/2018 07:53,592.41,PW04B,1.71,Hugh Hurlow,,,,
39,03/08/2018 08:54,83.28,AG15,1.56,Hugh Hurlow,,,,
40,03/08/2018 09:15,22.03,AG16A,1.98,Hugh Hurlow,,,,
41,03/08/2018 09:17,20.35,AG16B,1.09,Hugh Hurlow,,,,
42,03/08/2018 09:19,17.65,AG16C,1.69,Hugh Hurlow,,,,
1,03/08/2018 09:57,106.02,PW01A,2.58,Hugh Hurlow,,,,
2,03/08/2018 09:59,105.89,PW01B,2.28,Hugh Hurlow,,,,
3,03/08/2018 10:02,122.45,PW01C,2.18,Hugh Hurlow,,,,
70,03/08/2018 12:30,22,Snake Valley North MX,2.13,Hugh Hurlow,,,,
68,03/08/2018 13:32,7.43,SG27,2.06,Hugh Hurlow,,,,
58,03/08/2018 14:11,5.58,SG24A,3.02,Hugh Hurlow,,,,
59,03/08/2018 14:12,3.1,SG24B,1.78,Hugh Hurlow,,,,
60,03/08/2018 14:12,1.63,SG24C,1.91,Hugh Hurlow,,,,
69,03/08/2018 14:45,43.25,Twin Springs MX,0.21,Hugh Hurlow,,,,
18,03/08/2018 15:26,87.46,PW06MX,0.39,Hugh Hurlow,,,,
14,03/08/2018 15:38,110.50,PW06A,1.12,Hugh Hurlow,,,,
15,03/08/2018 15:40,110.19,PW06B,1.04,Hugh Hurlow,,,,
16,03/08/2018 15:41,109.92,PW06C,0.75,Hugh Hurlow,,,,
17,03/08/2018 15:43,110.85,PW06D,1.71,Hugh Hurlow,,,,
24,03/08/2018 16:39,180.56,PW09A,1.09,Hugh Hurlow,,,,
25,03/08/2018 16:42,181.03,PW09B,1,Hugh Hurlow,,,,
73,03/08/2018 17:00,82.03,Eskdale MX,4.19,Hugh Hurlow,,,,
36,03/08/2018 17:21,30.66,AG14A,1.57,Hugh Hurlow,,,,
37,03/08/2018 17:28,24.02,AG14B,0.84,Hugh Hurlow,,,,
38,03/08/2018 17:29,29.2,AG14C,0.46,Hugh Hurlow,,,,
5051,03/09/2018 07:03,197.84,PW03P,,Hugh Hurlow,,,,
8,03/09/2018 07:09,189.29,PW03Z,1.74,Hugh Hurlow,,,,
6,03/09/2018 07:29,217.70,PW03A,2.2,Hugh Hurlow,,,,
7,03/09/2018 07:31,210.98,PW03B,1.85,Hugh Hurlow,,,,
75,03/09/2018 09:33,54.59,Central Tule MX,3.11,Hugh Hurlow,,,,
26,03/09/2018 10:08,541.14,PW10A,1.89,Hugh Hurlow,,,,
27,03/09/2018 10:15,521.32,PW10B,2.07,Hugh Hurlow,,,,
48,03/09/2018 12:58,195.48,PW19A,2.17,Hugh Hurlow,,,,
49,03/09/2018 13:11,198.08,PW19B,1.69,Hugh Hurlow,,,,
50,03/09/2018 13:13,195.39,PW19C,2.46,Hugh Hurlow,,,,
7002,03/10/2018 13:29,3.05,D3-41,2.7,Hugh Hurlow,,,,
7001,03/30/2018 08:54,210.10,F3-06,0.4,Hugh Hurlow,,,,
7003,03/30/2018 10:02,1.48,H2-S1,-1.39,Hugh Hurlow,,,,
1049,04/16/2018 00:00,0.74,1049,0.79,Lindsey Smith,,,,
1051,04/16/2018 00:00,1.04,1051,0.9,Lindsey Smith,,,,
1075,04/16/2018 17:00,1.55,1075,0.85,Lindsey Smith,,,,
1077,04/16/2018 17:00,2.26,1077,1.38,Lindsey Smith,,,,
1078,04/16/2018 17:00,1.84,1078,1.21,Lindsey Smith,,,,
1072,04/16/2018 18:05,2.91,1072,0.94,Lindsey Smith,,,,
1070,04/16/2018 19:07,0.71,1070,0.63,Lindsey Smith,,,,
1012,04/17/2018 00:00,0.86,1012,1.1,Lindsey Smith,,,,
1067,04/17/2018 12:38,0.65,1067,0.4,Lindsey Smith,,,,
1065,04/17/2018 12:40,0.08,1065,1.94,Lindsey Smith,,,,
1068,04/17/2018 13:03,0.16,1068,0.85,Lindsey Smith,,,,
1016,04/17/2018 13:33,1.45,1016,2.25,Lindsey Smith,,,,
1013,04/17/2018 14:01,2.96,1013,0.9,Lindsey Smith,,,,
1014,04/17/2018 14:16,1.33,1014,1.27,Lindsey Smith,,,,
1011,04/17/2018 14:26,0.87,1011,1.04,Lindsey Smith,,,,
1018,04/17/2018 15:06,0.97,1018,0.92,Lindsey Smith,,,,
1020,04/17/2018 15:21,2.06,1020,0.69,Lindsey Smith,,,,
1019,04/17/2018 15:23,0.79,1019,1.25,Lindsey Smith,,,,
1063,04/17/2018 15:30,1.92,1063,0.96,Lindsey Smith,,,,
1069,04/17/2018 15:50,0.1,1069,1.25,Lindsey Smith,,,,
1004,04/17/2018 16:43,1.32,1004,1.38,Lindsey Smith,,,,
1002,04/17/2018 16:50,1.91,1002,1.04,Lindsey Smith,,,,
1001,04/17/2018 17:01,1.17,1001,1.38,Lindsey Smith,,,,
1003,04/17/2018 17:12,0.79,1003,1.13,Lindsey Smith,,,,
1010,04/17/2018 17:25,2.45,1010,1.25,Lindsey Smith,,,,
1008,04/17/2018 17:36,1.24,1008,1.08,Lindsey Smith,,,,
1009,04/17/2018 17:40,1.63,1009,1.35,Lindsey Smith,,,,
1005,04/17/2018 17:47,1.94,1005,1.08,Lindsey Smith,,,,
1006,04/17/2018 17:51,0.78,1006,1.08,Lindsey Smith,,,,
1060,04/18/2018 09:45,0,1060,0.73,Lindsey Smith,,,,
1079,04/18/2018 11:42,0.87,1079,0.92,Lindsey Smith,,,,
1096,04/18/2018 14:47,0.83,1096,1.13,Lindsey Smith,,,,
1097,04/18/2018 15:00,0.87,1097,1.21,Lindsey Smith,,,,
1098,04/18/2018 15:18,1.3,1098,1.04,Lindsey Smith,,,,
1080,04/18/2018 17:00,0.44,1080,0.26,Lindsey Smith,,,,
7001,04/26/2018 10:42,210.10,F3-06,0.4,Hugh Hurlow,,,,
7001,06/14/2018 11:50,210.35,F3-06,0.4,Hugh Hurlow,,,,
7002,06/14/2018 16:35,10.34,D3-41,2.7,Hugh Hurlow,,,,
2001,06/21/2018 11:30,0.43,2001,0.76,Lindsey Smith,,,,
2002,06/21/2018 11:50,0.29,2002,3,Lindsey Smith,,,,
2003,06/21/2018 12:00,1.61,2003,0.79,Lindsey Smith,,,,
3001,06/21/2018 13:51,1.57,3001,1.9,Lindsey Smith,,,,
3002,06/21/2018 14:16,0.52,3002,0.88,Lindsey Smith,,,,
3003,06/21/2018 14:31,1.45,3003,2.1,Lindsey Smith,,,,
1028,06/25/2018 13:30,1.15,1028,0.73,Lindsey Smith,,,,
1029,06/25/2018 13:52,2.32,1029,1.02,Lindsey Smith,,,,
1030,06/25/2018 14:02,1.11,1030,1.27,Lindsey Smith,,,,
1031,06/25/2018 14:12,0.19,1031,1.06,Lindsey Smith,,,,
1033,06/25/2018 14:30,0.73,1033,1.65,Lindsey Smith,,,,
1035,06/25/2018 14:43,0.35,1035,0.63,Lindsey Smith,,,,
1036,06/25/2018 14:56,2.42,1036,1.2,Lindsey Smith,,,,
1093,06/25/2018 15:27,0.21,1093,0.94,Lindsey Smith,,,,
1095,06/25/2018 16:55,0.87,1095,0.93,Lindsey Smith,,,,
1094,06/25/2018 17:09,0.9,1094,0.97,Lindsey Smith,,,,
1092,06/25/2018 17:55,1.21,1092,1.69,Lindsey Smith,,,,
1090,06/25/2018 18:27,1.2,1090,1.71,Lindsey Smith,,,,
1038,06/26/2018 08:50,3.91,1038,3.46,Lindsey Smith,,,,
1037,06/26/2018 08:58,1.35,1037,1.59,Lindsey Smith,,,,
1022,06/26/2018 09:25,3.42,1022,1.16,Lindsey Smith,,,,
1023,06/26/2018 09:27,3.96,1023,1.4,Lindsey Smith,,,,
1041,06/26/2018 09:53,3.18,1041,0.88,Lindsey Smith,,,,
1024,06/26/2018 10:17,3.56,1024,1.27,Lindsey Smith,,,,
