"objectid","locationid","locationname","locationtype","locationdesc","huc8","huc12","altlocationcontext","altlocationid","latitude","longitude","horizontalaccmeasurevalue","horizontalaccmeasureunit","horizontalcollectionmethod","horizontalcoordrefsystem","verticalmeasure","verticalunit","verticalcollectionmethod","verticalcoordrefsystem","state","county","welltype","aquifername","wellformationtype","welldepthmeasureunit","attachmentfilename","wlnetworkname","wlbaseline","wlwelltype","wlwellcharacteristics","qwnetworkname","qwbaseline","qwwelltype","qwwellcharacteristics","link","nationalaquifer","welldepth","geology","priority","usgs_id","win","send","aquifertype","display","siteid","wrnum","linkgeophysicallog","imagepath","notes","linklithologiclog","linkdevelopmentlog","loggertype","baroefficiency","baroefficiencystart","locationdatatable","barologgertype","installdate","enddate","locstatus","personnel","inwqx","shape","stickup"
378,"395111112182301","Hillside Spring","Spring",NULL,"16030005","160300050504","WRI - Tintic Valley",NULL,"39.85300457","-112.30648871",10,"ft","GPS-Unspecified","NAD83","6779.36000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"WRI - Tintic Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A0FC9DBB9A03B0A1F2D3B10801000000",NULL
379,"394800112160201","Mud Spring 2","Spring",NULL,"16030005","160300050507","WRI - Tintic Valley",NULL,"39.79999412","-112.26728934",10,"ft","GPS-Unspecified","NAD83","5717.58000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"WRI - Tintic Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,"68-238",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000080D6B5DA9A03B086A99BB10832383030",NULL
380,"395222112135501","Devil Creek 1","River/Stream",NULL,"16030005","160300050502","WRI - Tintic Valley",NULL,"39.87286663","-112.23194875",10,"ft","GPS-Unspecified","NAD83","5722.11000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"WRI - Tintic Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009082ABF89A0390EA86E8B10801000000",NULL
381,"395133112125001","Death Creek 1","River/Stream",NULL,"16030005","160300050502","WRI - Tintic Valley",NULL,"39.85914754","-112.21375820",10,"ft","GPS-Unspecified","NAD83","5607.47000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"WRI - Tintic Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000080E6FC869B039088AAD9B10801000000",NULL
382,"395214112140301","Mud Spring 1","Spring",NULL,"16030005","160300050502","WRI - Tintic Valley",NULL,"39.87065459","-112.23408400",10,"ft","GPS-Unspecified","NAD83","5765.44000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"WRI - Tintic Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,"68-2550",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B0FBC7F69A03A099DEE5B10868233401",NULL
384,"411812111492101","WL777 OGDEN VALLEY SHAUM WL129","Well",NULL,"16020102","160201020304","Ogden Valley",NULL,"41.30335095","-111.82249166",10,"ft","GPS-Unspecified","NAD83","4963.80000000","ft","Digital Elevation Model","NAVD88","UT","057","Domestic",NULL,"Unconsolidated Sediment","ft",NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,"https://www.waterrights.utah.gov/asp_apps/exprint/exprint.asp?exnum=E3560",NULL,"141.00000000",NULL,NULL,NULL,15696,"1",NULL,"0",NULL,"35-10216",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000090D7B6D49D03B08EC5CEBD0841323938",NULL
385,"411749111372201","WL-58-092216","Well",NULL,"16020102","160201020205","Ogden Valley",NULL,"41.29683945","-111.62289708",10,"ft","GPS-Unspecified","NAD83","5561.03000000","ft","Digital Elevation Model","NAVD88","UT","057","Domestic",NULL,"Fractured Bedrock","ft",NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,"https://www.waterrights.utah.gov/asp_apps/exprint/exprint.asp?exnum=E3346",NULL,"250.00000000",NULL,NULL,NULL,10362,"1",NULL,"0",NULL,"35-9914",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000090A7DDF39E0390EFA8C6BD0860000000",NULL
386,"411857111385101","WL-123-092216","Well",NULL,"16020102","160201020204","Ogden Valley",NULL,"41.31587266","-111.64739144",10,"ft","GPS-Unspecified","NAD83","6160.41000000","ft","Digital Elevation Model","NAVD88","UT","057","Domestic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,"https://www.waterrights.utah.gov/asp_apps/exprint/exprint.asp?exnum=E3391",NULL,"51.90000000",NULL,NULL,NULL,13396,"1",NULL,"0",NULL,"35-10003",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A096A9E09E0390C3CEDABD0800000000",NULL
387,"412436111353701","SP-ANT-092216","Spring",NULL,"16020102","160201020204","Ogden Valley",NULL,"41.41006744","-111.59350317",10,"ft","GPS-Unspecified","NAD83","7050.52000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000080B8828C9F03A0AD84BEBE0820000000",NULL
392,"412233111540101","ST-NFLAM-092016 N.FORK @ CAMP LAMONDI ENTRANCE","River/Stream",NULL,"16020102","160201020302","Ogden Valley",NULL,"41.37587342","-111.90038093",10,"ft","GPS-Unspecified","NAD83","5475.20000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000808285979D03B0ABF89BBE0830433030",NULL
394,"411546111451701","SP-SPC13B-092116 SPRING @ HEAD OF CREEK THROUGH CARDON RANCH","Spring",NULL,"16020102","160201020303","Ogden Valley",NULL,"41.26288427","-111.75472612",10,"ft","GPS-Unspecified","NAD83","4941.90000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B08F948A9E03B09E9AA3BD089D03B0AB",NULL
395,"412330111511901","SP-CVCHEAD-092116 CACHE VALLEY CREEK SPRING","Spring",NULL,"16020102","160201020302","Ogden Valley",NULL,"41.39162034","-111.85527686",10,"ft","GPS-Unspecified","NAD83","6498.31000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000090A196BB9D0390DF9FACBE089D03B0AB",NULL
396,"412218111551501","SP-(B-7-1) 2CAA-S1-092116 UPPER NORTHFORK C.G. SPRINGS","Spring",NULL,"16020102","160201020302","Ogden Valley",NULL,"41.37160465","-111.92076958",10,"ft","GPS-Unspecified","NAD83","5923.14000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A0CEDD869D03B0D9CB97BE089D03B0AB",NULL
397,"411314111423301","SP-HUNTCOMP-092116 ","Spring",NULL,"16020102","160201020305","Ogden Valley",NULL,"41.22063044","-111.70913231",10,"ft","GPS-Unspecified","NAD83","5279.46000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000080CD9BAE9E0380EE94F6BC0800000000",NULL
398,"411251111515201","SP-WHEEL-092216 WHEELER SPRING","Spring",NULL,"16020102","160201020306","Ogden Valley",NULL,"41.21423759","-111.86431853",10,"ft","GPS-Unspecified","NAD83","6511.49000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000090938CB29D03809AC2F0BC0800000000",NULL
399,"411938111523901","ST-LSC2900-092216 LIBERTY SPRING CK @ 2900 E","River/Stream",NULL,"16020102","160201020304","Ogden Valley",NULL,"41.32720153","-111.87759199",10,"ft","GPS-Unspecified","NAD83","5143.67000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B0C4D8A89D0380BC9CE8BD0830313030",NULL
400,"411516111505201","RES-OUT-092216 PINEVIEW RESERVOIR OUTFLOW @ TREATMENT PLANT","Lake",NULL,"16020102","160201020306","Ogden Valley",NULL,"41.25439094","-111.84777882",10,"ft","GPS-Unspecified","NAD83","4809.45000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B0E0DDBF9D038081F39ABD089D0380BC",NULL
401,"412033111495001","SP-SNWF-092716 SNOWFLAKE/CROOKED SPRING","Spring",NULL,"16020102","160201020304","Ogden Valley",NULL,"41.34236872","-111.83046457",10,"ft","GPS-Unspecified","NAD83","5563.98000000","ft","Digital Elevation Model","NAVD88","UT","057",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ogden Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B0C2BACE9D0390C3F4F7BD089D0380BC",NULL
402,"394750111514901","C3-64 BURRASTON","Spring",NULL,"16020201","160202010107","Juab Valley USWR",NULL,"39.79713307","-111.86372740",10,"ft","GPS-Unspecified","NAD83","4901.81000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000089B3F0A39D03A5A9AF94B10800000000",NULL
403,"394756111514501","C3-65 BURRASTON","Spring",NULL,"16020201","160202010107","Juab Valley USWR",NULL,"39.79884507","-111.86260540",10,"ft","GPS-Unspecified","NAD83","4903.18000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000099F2E7A49D0393929696B10800000000",NULL
404,"394246111483001","E4-04 SALT CREEK","River/Stream",NULL,"16020201","160202010105","Juab Valley USWR",NULL,"39.71283308","-111.80833242",10,"ft","GPS-Unspecified","NAD83","5266.67000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000ADCCA6D09D038A86DCBAB00832383030",NULL
405,"394734111513901","D3-81 BURRASTON","Spring",NULL,"16020201","160202010107","Juab Valley USWR",NULL,"39.79286107","-111.86069840",10,"ft","GPS-Unspecified","NAD83","4906.96000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000083B2A7A69D039ABEE98FB10860000000",NULL
406,"393303111494201","G3-27 CHICKEN CREEK","River/Stream",NULL,"16030005","160300050202","Juab Valley USWR",NULL,"39.55075110","-111.82834543",10,"ft","GPS-Unspecified","NAD83","5537.71000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B080AEBE9D0394A2A88FAF0832383030",NULL
407,"395121111480501","C4-09 NORTH CREEK","River/Stream",NULL,"16020201","160202010109","Juab Valley USWR",NULL,"39.85595606","-111.80138340",10,"ft","GPS-Unspecified","NAD83","5815.83000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A5A3ABD79D038EA994D2B10832383030",NULL
408,"394947111481901","C4-10 BEAR CREEK","River/Stream",NULL,"16020201","160202010109","Juab Valley USWR",NULL,"39.82982306","-111.80519640",10,"ft","GPS-Unspecified","NAD83","6071.08000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009E9FFDD39D0388A3C3B6B10832383030",NULL
1287,"373626109141401","096","Well","lower CBC piezometer","14080203","140802030205",NULL,1113,"37.60734100","-109.23725500",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5186.45000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009B86F6B0AE0385F9C6919F0800303331",NULL
409,"394840111521101","C319 JUAB VALLEY USWR","Well",NULL,"16020201","160202010107","Juab Valley USWR",NULL,"39.81111907","-111.86963739",10,"ft","GPS-Unspecified","NAD83","4890.93000000","ft","Digital Elevation Model","NAVD88","UT","023","Domestic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,"https://waterrights.utah.gov/asp_apps/wrprint/wrprint.asp?wrnum=53-350",NULL,"285.00000000",NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,"53-350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009195999F9D0391989CA3B10801000000",NULL
410,"394753111490501","C411 JUAB VALLEY USWR","River/Stream",NULL,"16020201","160202010109","Juab Valley USWR",NULL,"39.79814507","-111.81807940",10,"ft","GPS-Unspecified","NAD83","5686.25000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000098A194C99D03B3CE8B95B1083238352E",NULL
411,"394502111530701","D211 JUAB VALLEY USWR","River/Stream",NULL,"16020201","160202010107","Juab Valley USWR",NULL,"39.75059808","-111.88517340",10,"ft","GPS-Unspecified","NAD83","4944.93000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009CE4F0919D0382BEA4E3B0083238352E",NULL
413,"393014111480601","H401 JUAB VALLEY USWR","River/Stream",NULL,"16030005","160300050203","Juab Valley USWR",NULL,"39.50394410","-111.80175744",10,"ft","GPS-Unspecified","NAD83","6637.07000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000958BDAD39D03A8DAC9DDAE083238352E",NULL
414,"392731111495501","I304 JUAB VALLEY USWR","River/Stream",NULL,"16030005","160300050204","Juab Valley USWR",NULL,"39.45852411","-111.83201944",10,"ft","GPS-Unspecified","NAD83","5964.27000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000899FB9BA9D03B894DDADAE083238352E",NULL
419,"394743111520501","C367 JUAB VALLEY USWR","River/Stream",NULL,"16020201","160202010107","Juab Valley USWR",NULL,"39.79527707","-111.86795139",10,"ft","GPS-Unspecified","NAD83","4895.67000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000086C2B4A09D039F91B892B1083238352E",NULL
420,"394606111525601","D343 JUAB VALLEY USWR","Well",NULL,"16020201","160202010107","Juab Valley USWR",NULL,"39.76829007","-111.88208440",10,"ft","GPS-Unspecified","NAD83","4928.60000000","ft","Digital Elevation Model","NAVD88","UT","023","Domestic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,"https://www.waterrights.utah.gov/asp_apps/wrprint/wrprint.asp?wrnum=53-1742",NULL,"105.00000000",NULL,NULL,NULL,1113,"1",NULL,"0",NULL,"53-1742",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009DB7CB949D03ADA2FEF5B00830313030",NULL
422,"402023111244501","Upper Little Hobble Creek","River/Stream","Little Hobble Creek","16020203","160202030402",NULL,NULL,"40.33987800","-111.41244500",10,"ft","GPS-Unspecified","NAD83","6297.89000000","ft","Digital Elevation Model","NAVD88","UT","051",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Round Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009E83FB96A0039DB49AD0B50810000000",NULL
423,"402131111231601","Gibb Well","Well",NULL,"16020203","160202030403",NULL,NULL,"40.35847000","-111.38800000",10,"ft","GPS-Unspecified","NAD83","6089.70000000","ft","Digital Elevation Model","NAVD88","UT","051","Domestic","100VLFL","Unconsolidated Sediment",NULL,NULL,NULL,NULL,NULL,NULL,"Round Valley",NULL,NULL,NULL,"https://www.waterrights.utah.gov/asp_apps/wrprint/wrprint.asp?wrnum=55-8376",NULL,"108.00000000",NULL,NULL,NULL,9724,"1",NULL,"0",-1,"55-8376",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000AEC5F0AAA003AB98E9E3B50830313030",NULL
424,"402136111234201","S537 E558 NW 28 5S 5E SL","Well","S537 E558 NW 28 5S 5E SL","16020203","160202030403",NULL,NULL,"40.36021000","-111.39500000",10,"ft","GPS-Unspecified","NAD83","5964.25000000","ft","Digital Elevation Model","NAVD88","UT","051","Domestic","","Fractured Bedrock","ft",NULL,NULL,NULL,NULL,NULL,"Round Valley",NULL,NULL,NULL,"https://www.waterrights.utah.gov/asp_apps/wrprint/wrprint.asp?wrnum=55-8973",NULL,"305.00000000",NULL,NULL,NULL,NULL,"1",NULL,"0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000BED69CA5A00390ADD9E5B50830313030",NULL
425,"402313111262601","(D-5-4)13acb-1","Well","S 1265 feet   E 3075 feet   from NW corner,  Sec 13 T 5S R 4E SLBM  ","16020203","160202030404",NULL,NULL,"40.38698000","-111.44000000",10,"ft","GPS-Unspecified","NAD83","5616.71000000","ft","Digital Elevation Model","NAVD88","UT","051","Domestic","317OQRR","Fractured Bedrock","ft","Water Rights Link",NULL,NULL,NULL,NULL,"Round Valley",NULL,NULL,NULL,"http://www.waterrights.utah.gov/cblapps/wrprint.exe?wrnum=55-8993",NULL,"290.00000000",NULL,NULL,NULL,21320,"1",NULL,"0",-1,"55-8993",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008CBEF680A00387CA9A82B60800000000",NULL
426,"402208111241401","rent well","Well",NULL,"16020203","160202030403",NULL,NULL,"40.36879100","-111.40400400",10,"ft","GPS-Unspecified","NAD83","5842.40000000","ft","Digital Elevation Model","NAVD88","UT","051","Domestic",NULL,"Unconsolidated Sediment",NULL,NULL,NULL,NULL,NULL,NULL,"Round Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000087DDFC9DA00391A0E8EEB50880000000",NULL
822,"402214111251901","R well","Well","Win 9126","16020203","160202030402",NULL,NULL,"40.37017200","-111.42249300",10,"ft","GPS-Unspecified","NAD83","5767.00000000","ft","Digital Elevation Model","NAVD88","UT","051","Domestic",NULL,NULL,"ft",NULL,NULL,NULL,NULL,NULL,"Round Valley",NULL,NULL,NULL,"https://waterrights.utah.gov/docSys/v907/d907/d9070a8a.htm",NULL,"321.00000000",NULL,NULL,NULL,9126,"1",NULL,"0",-1,"55-8646",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000BAF5CC8EA0039F9EA8F0B50800000000",NULL
823,"402439111284601","State Spring","Spring",NULL,"16020203","160202030404",NULL,NULL,"40.41091600","-111.47928700",10,"ft","GPS-Unspecified","NAD83","5441.00000000","ft","Digital Elevation Model","NAVD88","UT","051","Water Supply/Production",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Round Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",-1,"55-9286",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A3CBA1E19F03BCFCDA9BB60810000000",NULL
